"1";"OCHRONA PRZED DOBREM I ZŁEM (Gorliwości)";" Odpychanie, 1. krąg";" 1 akcja";" Dotyk";" W, S, M (woda święcona albo sproszkowane srebro i żelazo, zużywane przez zaklęcie)";" Koncentracja, do 10 minut";" Podczas trwania czaru jedna przychylna istota jest chroniona przed określonymi rodzajami stworzeń: czartami, fey, niebianami, nieumarłymi, wynaturzeniami i żywiołakami.<br><br>Ochrona zapewnia kilka korzyści. Istoty wymienionych typów mają utrudnienie w testach ataku przeciwko celowi zaklęcia. Jest on również niepodatny na zauroczenie, przerażenie lub opętanie przez te istoty. Jeśli podczas rzucania czaru był zauroczony, przerażony lub opętany przez jedną z takich istot, to ma ułatwienie w kolejnych rzutach obronnych przeciwko odpowiedniemu efektowi.";"Paladyn"
"3";"OCHRONA PRZED ENERGIĄ (Pradawnych)";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Podczas trwania czaru, przychylne stworzenie jest odporne na obrażenia wybranego przez ciebie typu: od dźwięku, elektryczności, kwasy, ognia, albo zimna.";"Paladyn"
"3";"ROZROST ROŚLIN (Pradawnych)";" Przemiany, 3. krąg";" 1 akcja lub 8 godzin";" 45 metrów";" W, S";" Natychmiastowy";" Przy pomocy tego zaklęcia, wzmagasz siły życiowe roślinności na określonym obszarze. Możesz to zrobić na dwa sposoby, zapewniając jej natychmiastowe lub długoterminowe korzyści.<br>Jeśli rzucasz to zaklęcie, używając pojedynczej akcji podstawowej, wybierz punkt w jego zasięgu. Zwyczajna roślinność w promieniu 30 metrów od niego, stanie się wybujała i przerośnięta. Stworzenia podróżujące przez ten obszar, muszą zużyć 4 metry szybkości, by przemieścić się o 1 metr. <br><br>W obrębie obszaru obejmowanego zaklęciem, możesz wskazać dowolnego rozmiaru strefy, które wyłączasz spod jego działania.<br><br>Jeżeli rzucasz to zaklęcie przez 8 godzin, użyźniasz ziemię w okolicy. Roślinność w promieniu 750 metrów od wskazanego<br>punktu w zasięgu czaru, zostaje na 1 rok wyjątkowo odżywione. Podczas zbiorów, wyda dwa razy większe plony niż zwykle.";"Paladyn"
"4";"BURZA LODU (Pradawnych)";" Wywoływanie, 4. krąg";" 1 akcja";" 90 metrów";" W, S, M (szczypta pyłu i kilka kropli wody)";" Natychmiastowy";" W ziemię uderzają twarde jak skała lodowe odłamki. Gradobicie ma kształt walca o promieniu 6 metrów i wysokości 12 metrów, którego punkt wyjścia znajduje się w zasięgu czaru.<br><br>Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 2k8 obrażeń obuchowych i 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę.<br><br>Do końca twojej następnej tury, grad zmienia obszar działania czaru w trudny teren.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz obrażenia obuchowe o 1k8.";"Paladyn"
"4";"KAMIENNA SKÓRA (Pradawnych)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Paladyn"
"5";"KONTAKT Z NATURĄ (Pradawnych)";" Wieszczenie, 5. krąg (rytuał)";" 1 minuta";" Na siebie";" W, S";" Natychmiastowy";" Osiągasz chwilowy stan jedności z naturą i zyskujesz dzięki niej wiedzę o okolicy. Pod otwartym niebem, czar zapewnia ci wiedzę o terenie w promieniu 4.5 kilometra. W jaskiniach i innych naturalnych formacjach podziemnych promień ograniczony jest do 90 metrów. Zaklęcie nie działa w miejscach, w których naturalne formacje zastąpiono wytworzonymi konstrukcjami, na przykład w lochach i miastach.<br>Natychmiast poznajesz do trzech związanych z okolicą faktów, które dotyczą wybranych tematów spośród następujących:<br>*Teren i zbiorniki wodne,<br>*Dominujące minerały, zwierzęta, roślinność lub ludność,<br>*Potężni niebianie, fey, czarty, żywiołaki lub nieumarli,<br>*Wpływy innych sfer egzystencji,<br>*Budowle.<br>Przykładowo, możesz określić na danym obszarze miejsce przebywania potężnego nieumarłego, lokalizację większych źródeł wody pitnej oraz położenie pobliskich miast.";"Paladyn"
"5";"SPACER MIĘDZY DRZEWAMI (Pradawnych)";" Przywoływanie, 5. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Zyskujesz możliwość wejścia w drzewo i przemieszczenia z niego do wnętrza innego drzewa tego samego gatunku, rosnącego nie dalej niż 150 metrów. Oba drzewa muszą być żywe i co najmniej twojego rozmiaru.<br><br>Aby wejść do drzewa, musisz wykorzystać 1,5 metra ruchu. Automatycznie poznajesz umiejscowienie wszystkich innych drzew tego samego gatunku w obrębie 150 metrów, a w ramach ruchu związanego z wejściem do drzewa możesz przejść do jednego z nich albo wyjść z tego, w którym przebywasz. Pojawiasz się w wybranym miejscu 1,5 metra od docelowego drzewa, co również kosztuje cię 1,5 metra ruchu.<br>Jeśli nie masz już możliwości ruchu, pojawiasz się 1,5 metra od drzewa, do którego wszedłeś.<br><br>Podczas działania czaru, możesz przemieścić się w ten sposób raz na rundę. Każdą turę musisz zakończyć poza drzewem.";"Paladyn"
"1";"ZGUBA (Zemsty)";" Uroki, 1. krąg";" 1 akcja";" 9 metrów";" W, S, M (kropla krwi)";" Koncentracja, do 1 minuty";" Maksymalnie trzy osoby, które widzisz w zasięgu czaru, muszą wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, cel musi rzucić k4 i odjąć wynik od rezultatu testu za każdym razem, gdy atakuje lub wykonuje rzut obronny podczas trwania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć działaniem czaru dodatkową istotę.";"Paladyn"
"1";"ZNAK ŁOWCY (Zemsty)";" Wieszczenie, 1. krąg";" 1 akcja dodatkowa";" 27 metrów";" W";" Koncentracja, do 1 godziny";" Wybierasz istotę, którą widzisz w zasięgu czaru, i magicznie oznaczyć ją jako swoją zdobycz. Podczas trwania czaru, przy każdym trafieniu bronią, zadajesz jej dodatkowo 1k6 obrażeń,<br>a ponadto masz ułatwienie w testach Mądrości (Percepcji) i Mądrości (Sztuka przetrwania), gdy chcesz ją znaleźć. Jeżeli przed zakończeniem działania czaru , PW celu spadną do 0, możesz w ramach akcji dodatkowej w swojej następnej turze, przenieść to oznaczenie na następną istotę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 3. lub 4. kręgu, możesz<br>koncentrować się na nim do 8h. Jeśli wykorzystujesz komórkę co najmniej 5. kręgu, możesz utrzymać koncentrację do 24h.";"Paladyn"
"2";"KROK PRZEZ MGŁĘ (Zemsty)";" Przywoływanie, 2. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Natychmiastowy";" Otaczasz się na moment srebrzystą mgłą i teleportujesz się na odległość 9m w wolne miejsce, które widzisz.";"Paladyn"
"2";"UNIERUCHOMIENIE OSOBY (Zemsty)";" Uroki, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz humanoida, którego widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Pod koniec każdej swojej tury może ponowić rzut obronny<br>na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. możesz objąć czarem jednego dodatkowego humanoida. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9m od siebie.<br>";"Paladyn"
"3";"OCHRONA PRZED ENERGIĄ (Zemsty)";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Podczas trwania czaru, przychylne stworzenie jest odporne na obrażenia wybranego przez ciebie typu: od dźwięku, elektryczności, kwasy, ognia, albo zimna.";"Paladyn"
"3";"PRZYSPIESZENIE (Zemsty)";" Przemiany, 3. krąg";" 1 akcja";" 9 metrów";" W, S, M (wiórek z korzenia lukrecji)";" Koncentracja, do 1 minuty";" Wybierz przychylną istotę, którą widzisz w zasięgu czaru. Podczas działania zaklęcia porusza się ona z podwójną szybkością, otrzymuje modyfikator +2 KP, ma ułatwienie w rzutach obronnych na Zręczność oraz zyskuje dodatkową akcję w każdej swojej turze. Akcja ta może zostać wykorzystana tylko jako: Atak (pojedynczy), Odstąpienie, Sprint, Ukrycie się lub Użycie obiektu.<br><br>Kiedy czar dobiegnie końca, jego cel nie może się poruszyć ani wykonać akcji do końca swojej następnej tury, ponieważ dogania go własne zmęczenie.";"Paladyn"
"4";"DRZWI PRZEZ WYMIARY (Zemsty)";" Przywoływanie, 4. krąg";" 1 akcja";" 150 metrów";" W";" Natychmiastowy";" Teleportujesz się do innego miejsca znajdującego się w zasięgu czaru. Pojawiasz się dokładnie w wybranym punkcie. Może to być miejsce, które widzisz albo które potrafisz sobie wyobrazić lub opisać, określając kierunek i odległość, na przykład: ,,60 metrów prosto w dól albo ,,w górę na północny zachód pod kątem 45 stopni, 90 metrów. <br><br>Możesz przemieścić się razem z przedmiotami, których łączny ciężar nie przekracza twojego udźwigu, a także zabrać ze sobą jedną przychylną istotę w rozmiarze nieprzekraczającym twojego, której wyposażenie nie przekracza jej udźwigu. W momencie rzucania czaru musi znajdować się ona nie dalej niż 1,5 metra od ciebie. Jeśli mielibyście pojawić się w miejscu zajętym przez jakiś obiekt albo stworzenie, ty i towarzysząca ci istota otrzymujecie po<br>4k6 obrażeń od mocy, a czar się nie udaje.";"Paladyn"
"4";"WYPĘDZENIE (Zemsty)";" Odpychanie, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (przedmiot obrzydliwy dla celu czaru)";" Koncentracja, do 1 minuty";" Podejmujesz próbę odesłania istoty, którą widzisz w zasięgu czaru, do innej sfery egzystencji. Musi ona wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia, zostaje wygnana. Jeżeli pochodzi ze sfery egzystencji, w której aktualnie przebywasz, to znika i pojawia się obezwładniona w neutralnej demisferze. Pozostaje tam do zakończenia czaru,<br>po czym powraca w miejsce, z którego zniknęła (lub w najbliższe wolne).<br><br>Natomiast jeżeli stworzenie pochodzi z innej sfery egzystencji niż ta, w której rzucasz czar, to zostaje wypędzone i z cichym trzaskiem powraca do swojej rodzimej sfery. Jeżeli zaklęcie skończy się przed upływem 1 minuty, odesłany cel pojawia się z powrotem w miejscu, z którego go wygnałeś, lub w najbliższym wolnym. W przeciwnym przypadku nie wraca. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. możesz objąć czarem dodatkową istotę.";"Paladyn"
"5";"UNIERUCHOMIENIE POTWORA (Zemsty)";" Uroki, 5. krąg";" 1 akcja";" 27 metrów";" W, S, M (mały, prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Zaklęcie nie działa na nieumarłych. Pod koniec każdej swojej tury, cel może ponowić rzut na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując, komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz objąć czarem jedno dodatkowe stworzenie. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9 metrów od siebie.";"Paladyn"
"5";"WIZJA (Zemsty)";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (fokus o wartości co najmniej 1000sz, taki jak kryształowa kula, srebrne lustro, lub misa z wodą święconą)";" Koncentracja, do 10 minut";" Jesteś w stanie zobaczyć i usłyszeć określoną istotę przebywającą w tej samej sferze egzystencji co ty. Cel musi wykonać rzut obronny na Mądrość, modyfikowany stopniem twojej znajomości celu i rodzajem fizycznego powiązania, które z nim posiadasz( str. 278). Jeżeli cel zdaje sobie sprawę, że rzucasz ten czar, może dobrowolnie poddać się obserwacji i ponosi automatyczną porażkę w rzucie obronnym. Udany rzut obronny = wieszczenie się nie udało, a ty nie możesz ponowić go na tej istocie przez najbliższe 24 godziny. W przypadku nieudanego rzutu, czar tworzy niewidzialny czujnik w obrębie 3 metrów od celu. Możesz patrzeć i słuchać za jego pośrednictwem, tak jakbyś tam był...<br><br>Podręcznik gracza str.279";"Paladyn"
"1";"PROWOKACJA (Korony)";" Uroki, 1. krąg";" 1 akcja dodatkowa";" 9 metrów";" W";" Koncentracja, do 1 minuty";" Próbujesz sprowokować kogoś do pojedynku. Wybrana istota w zasięgu czaru musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia zbliża się do ciebie, przymuszona twoim boskim żądaniem. Podczas trwania czaru ma utrudnienie w testach ataku przeciwko wszystkim oprócz ciebie, a za każdym razem, gdy chce odejść od ciebie dalej niż na 9m, musi wykonać rzut obronny na Mądrość. Jeśli będzie udany, to w tej turze poruszanie się celu nie jest ograniczone.<br><br>Zaklęcie wygaśnie w momencie, gdy zaatakujesz istotę inną niż cel czaru, rzucisz zaklęcie na wrogą istotę inną niż cel czaru lub gdy któryś z twoich sojuszników zada obrażenia celowi czaru, albo rzuci na niego szkodliwy czar. Zaklęcie kończy się także, jeśli pod koniec twojej tury znajdujesz się dalej niż 9m od jego celu.";"Paladyn (Wybrzeże Mieczy)"
"1";"ROZKAZ (Korony)";" Uroki, 1. krąg";" 1 akcja";" 18 metrów";" W";" 1 runda";" Istota musi ona wykonać udany rzut obronny na Mądrość albo w swojej następnej turze wypełnić twoje polecenie. Zaklęcie nie działa na nieumarłych oraz istoty nierozumiejące twojego języka. Nie odniesie również skutku, jeśli wykonanie go będzie bezpośrednio zagrażało zauroczonej istocie. Poniżej kilka typowych rozkazów. Możesz wydać inne, wówczas MP określa sposób zachowania istoty. Jeżeli cel nie jest w stanie wykonać rozkazu, to zaklęcie się kończy. Podejdź. Przemieszcza się w twoim kierunku najkrótszą i najbardziej bezpośrednią drogą, a gdy znajdzie się 1,5m od ciebie, jego tura się kończy. Puść. Wypuszcza trzymane rzeczy, a jego tura dobiega końca Uciekaj. Cel zaklęcia przeznacza swoją turę na to, by jak najszybciej oddalić się od ciebie. Padnij. Pada powalony na ziemię, a jego tura się kończy. Zatrzymaj się. Cel zaklęcia nie przemieszcza się i nie wykonuje żadnych akcji... <br>Podręcznik gracza str.259 ";"Paladyn (Wybrzeże Mieczy)"
"2";"OCHRONNA WIĘŹ (Korony)";" Odpychanie, 2. krąg";" 1 akcja";" Dotyk";" W, S, M (para platynowych pierścieni o wartości co najmniej 50sz każdy, które ty i cel czaru musicie nosić przez czas jego trwania)";" 1 godzina";" To zaklęcie chroni dotkniętą przychylną istotę i tworzy magiczną więź między nią a tobą na czas trwania czaru. Póki istota przebywa w obrębie 18m od ciebie, ma modyfikator +1 do KP i rzutów obronnych oraz odporność na wszystkie rodzaje obrażeń. Ponadto za każdym razem, gdy otrzymuje obrażenia, ty otrzymujesz takie same. <br><br>Gdy twoje punkty wytrzymałości spadną do 0 albo gdy oddalicie się od siebie na więcej niż 18m, zaklęcie wygasa. Zakończy się również wtedy, kiedy rzucisz je ponownie na którąkolwiek z połączonych istot. Możesz także zakończyć działanie czaru w ramach swojej akcji.";"Paladyn (Wybrzeże Mieczy)"
"2";"STREFA PRAWDY (Korony)";" Uroki, 2. krąg";" 1 akcja";" 18 metrów";" W, S";" 10 minut";" Tworzysz magiczną strefę chroniącą przed fałszem na obszarze w kształcie sfery o promieniu 4,5 metra, z punktem wyjścia wskazanym w zasięgu czaru. Do końca działania zaklęcia, stworzenie wchodzące w jego obszar po raz pierwszy w swojej turze lub rozpoczynające w nim swoją turę, musi wykonać rzut obronny na Charyzmę. W przypadku niepowodzenia nie może umyślnie skłamać, póki pozostaje w obszarze działania zaklęcia. Zdajesz sobie sprawę, czy stworzenie zdało ten test. czy nie. <br><br>Objęta czarem istota jest świadoma działania tego zaklęcia i może unikać odpowiedzi na pytania, na które normalnie odpowiedziałaby kłamstwem. Może też udzielać wymijających odpowiedzi, jeśli mieszczą się w granicach prawdy.";"Paladyn (Wybrzeże Mieczy)"
"3";"AURA WITALNOŚCI (Korony)";" Wywoływanie, 3. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 9 metrów)";" W";" Koncentracja, do 1 minuty";" Promieniuje od ciebie uzdrawiająca energia, która tworzy aurę o promieniu 9 metrów, przemieszczającą się wraz z tobą przez cały czas trwania czaru.<br><br>Możesz użyć akcji dodatkowej, by przywrócić 2k6 PW jednej istocie objętej aurą (włącznie z tobą).";"Paladyn (Wybrzeże Mieczy)"
